date,trich,feelings,needs
08/05/2022,0,apprehensive,outdoors
08/05/2022,0,apprehensive,hygiene and cleanliness
08/05/2022,0,apprehensive,autonomy
08/05/2022,0,apprehensive,ease
08/05/2022,0,apprehensive,fun
08/05/2022,0,apprehensive,laughter
08/05/2022,0,apprehensive,sleep
08/05/2022,0,apprehensive,celebration of life fulfilled
08/05/2022,0,apprehensive,self honesty limits bound
08/05/2022,0,apprehensive,physical nurturance
08/05/2022,0,apprehensive,order/ symetry
08/05/2022,0,apprehensive,authenticity
08/05/2022,0,apprehensive,creativity
08/05/2022,0,apprehensive,water
07/05/2022,1,friendly,vestibular (balance)
07/05/2022,1,friendly,nurturing
07/05/2022,1,friendly,support
07/05/2022,1,friendly,warmth
07/05/2022,1,friendly,trust
07/05/2022,1,friendly,hot
07/05/2022,1,friendly,autonomy
07/05/2022,1,friendly,supplements
07/05/2022,1,friendly,choice
07/05/2022,1,friendly,relaxation
07/05/2022,1,friendly,ease
07/05/2022,1,friendly,fun
07/05/2022,1,friendly,laughter
07/05/2022,1,friendly,rejuvenation
07/05/2022,1,friendly,connection
07/05/2022,1,friendly,exercise
07/05/2022,1,friendly,celebration of life fulfilled
07/05/2022,1,friendly,physical nurturance
07/05/2022,1,friendly,creativity
07/05/2022,1,friendly,water
07/05/2022,1,friendly,nutrition
07/05/2022,1,wide awake,vestibular (balance)
07/05/2022,1,wide awake,nurturing
07/05/2022,1,wide awake,support
07/05/2022,1,wide awake,warmth
07/05/2022,1,wide awake,trust
07/05/2022,1,wide awake,hot
07/05/2022,1,wide awake,autonomy
07/05/2022,1,wide awake,supplements
07/05/2022,1,wide awake,choice
07/05/2022,1,wide awake,relaxation
07/05/2022,1,wide awake,ease
07/05/2022,1,wide awake,fun
07/05/2022,1,wide awake,laughter
07/05/2022,1,wide awake,rejuvenation
07/05/2022,1,wide awake,connection
07/05/2022,1,wide awake,exercise
07/05/2022,1,wide awake,celebration of life fulfilled
07/05/2022,1,wide awake,physical nurturance
07/05/2022,1,wide awake,creativity
07/05/2022,1,wide awake,water
07/05/2022,1,wide awake,nutrition
07/05/2022,1,ecstatic,vestibular (balance)
07/05/2022,1,ecstatic,nurturing
07/05/2022,1,ecstatic,support
07/05/2022,1,ecstatic,warmth
07/05/2022,1,ecstatic,trust
07/05/2022,1,ecstatic,hot
07/05/2022,1,ecstatic,autonomy
07/05/2022,1,ecstatic,supplements
07/05/2022,1,ecstatic,choice
07/05/2022,1,ecstatic,relaxation
07/05/2022,1,ecstatic,ease
07/05/2022,1,ecstatic,fun
07/05/2022,1,ecstatic,laughter
07/05/2022,1,ecstatic,rejuvenation
07/05/2022,1,ecstatic,connection
07/05/2022,1,ecstatic,exercise
07/05/2022,1,ecstatic,celebration of life fulfilled
07/05/2022,1,ecstatic,physical nurturance
07/05/2022,1,ecstatic,creativity
07/05/2022,1,ecstatic,water
07/05/2022,1,ecstatic,nutrition
07/05/2022,1,miserable,vestibular (balance)
07/05/2022,1,miserable,nurturing
07/05/2022,1,miserable,support
07/05/2022,1,miserable,warmth
07/05/2022,1,miserable,trust
07/05/2022,1,miserable,hot
07/05/2022,1,miserable,autonomy
07/05/2022,1,miserable,supplements
07/05/2022,1,miserable,choice
07/05/2022,1,miserable,relaxation
07/05/2022,1,miserable,ease
07/05/2022,1,miserable,fun
07/05/2022,1,miserable,laughter
07/05/2022,1,miserable,rejuvenation
07/05/2022,1,miserable,connection
07/05/2022,1,miserable,exercise
07/05/2022,1,miserable,celebration of life fulfilled
07/05/2022,1,miserable,physical nurturance
07/05/2022,1,miserable,creativity
07/05/2022,1,miserable,water
07/05/2022,1,miserable,nutrition
07/05/2022,1,breathless,vestibular (balance)
07/05/2022,1,breathless,nurturing
07/05/2022,1,breathless,support
07/05/2022,1,breathless,warmth
07/05/2022,1,breathless,trust
07/05/2022,1,breathless,hot
07/05/2022,1,breathless,autonomy
07/05/2022,1,breathless,supplements
07/05/2022,1,breathless,choice
07/05/2022,1,breathless,relaxation
07/05/2022,1,breathless,ease
07/05/2022,1,breathless,fun
07/05/2022,1,breathless,laughter
07/05/2022,1,breathless,rejuvenation
07/05/2022,1,breathless,connection
07/05/2022,1,breathless,exercise
07/05/2022,1,breathless,celebration of life fulfilled
07/05/2022,1,breathless,physical nurturance
07/05/2022,1,breathless,creativity
07/05/2022,1,breathless,water
07/05/2022,1,breathless,nutrition
07/05/2022,1,alive,vestibular (balance)
07/05/2022,1,alive,nurturing
07/05/2022,1,alive,support
07/05/2022,1,alive,warmth
07/05/2022,1,alive,trust
07/05/2022,1,alive,hot
07/05/2022,1,alive,autonomy
07/05/2022,1,alive,supplements
07/05/2022,1,alive,choice
07/05/2022,1,alive,relaxation
07/05/2022,1,alive,ease
07/05/2022,1,alive,fun
07/05/2022,1,alive,laughter
07/05/2022,1,alive,rejuvenation
07/05/2022,1,alive,connection
07/05/2022,1,alive,exercise
07/05/2022,1,alive,celebration of life fulfilled
07/05/2022,1,alive,physical nurturance
07/05/2022,1,alive,creativity
07/05/2022,1,alive,water
07/05/2022,1,alive,nutrition
07/05/2022,1,exhilarated,vestibular (balance)
07/05/2022,1,exhilarated,nurturing
07/05/2022,1,exhilarated,support
07/05/2022,1,exhilarated,warmth
07/05/2022,1,exhilarated,trust
07/05/2022,1,exhilarated,hot
07/05/2022,1,exhilarated,autonomy
07/05/2022,1,exhilarated,supplements
07/05/2022,1,exhilarated,choice
07/05/2022,1,exhilarated,relaxation
07/05/2022,1,exhilarated,ease
07/05/2022,1,exhilarated,fun
07/05/2022,1,exhilarated,laughter
07/05/2022,1,exhilarated,rejuvenation
07/05/2022,1,exhilarated,connection
07/05/2022,1,exhilarated,exercise
07/05/2022,1,exhilarated,celebration of life fulfilled
07/05/2022,1,exhilarated,physical nurturance
07/05/2022,1,exhilarated,creativity
07/05/2022,1,exhilarated,water
07/05/2022,1,exhilarated,nutrition
07/05/2022,1,dazzled,vestibular (balance)
07/05/2022,1,dazzled,nurturing
07/05/2022,1,dazzled,support
07/05/2022,1,dazzled,warmth
07/05/2022,1,dazzled,trust
07/05/2022,1,dazzled,hot
07/05/2022,1,dazzled,autonomy
07/05/2022,1,dazzled,supplements
07/05/2022,1,dazzled,choice
07/05/2022,1,dazzled,relaxation
07/05/2022,1,dazzled,ease
07/05/2022,1,dazzled,fun
07/05/2022,1,dazzled,laughter
07/05/2022,1,dazzled,rejuvenation
07/05/2022,1,dazzled,connection
07/05/2022,1,dazzled,exercise
07/05/2022,1,dazzled,celebration of life fulfilled
07/05/2022,1,dazzled,physical nurturance
07/05/2022,1,dazzled,creativity
07/05/2022,1,dazzled,water
07/05/2022,1,dazzled,nutrition
07/05/2022,1,adventurous,vestibular (balance)
07/05/2022,1,adventurous,nurturing
07/05/2022,1,adventurous,support
07/05/2022,1,adventurous,warmth
07/05/2022,1,adventurous,trust
07/05/2022,1,adventurous,hot
07/05/2022,1,adventurous,autonomy
07/05/2022,1,adventurous,supplements
07/05/2022,1,adventurous,choice
07/05/2022,1,adventurous,relaxation
07/05/2022,1,adventurous,ease
07/05/2022,1,adventurous,fun
07/05/2022,1,adventurous,laughter
07/05/2022,1,adventurous,rejuvenation
07/05/2022,1,adventurous,connection
07/05/2022,1,adventurous,exercise
07/05/2022,1,adventurous,celebration of life fulfilled
07/05/2022,1,adventurous,physical nurturance
07/05/2022,1,adventurous,creativity
07/05/2022,1,adventurous,water
07/05/2022,1,adventurous,nutrition
07/05/2022,1,amazed,vestibular (balance)
07/05/2022,1,amazed,nurturing
07/05/2022,1,amazed,support
07/05/2022,1,amazed,warmth
07/05/2022,1,amazed,trust
07/05/2022,1,amazed,hot
07/05/2022,1,amazed,autonomy
07/05/2022,1,amazed,supplements
07/05/2022,1,amazed,choice
07/05/2022,1,amazed,relaxation
07/05/2022,1,amazed,ease
07/05/2022,1,amazed,fun
07/05/2022,1,amazed,laughter
07/05/2022,1,amazed,rejuvenation
07/05/2022,1,amazed,connection
07/05/2022,1,amazed,exercise
07/05/2022,1,amazed,celebration of life fulfilled
07/05/2022,1,amazed,physical nurturance
07/05/2022,1,amazed,creativity
07/05/2022,1,amazed,water
07/05/2022,1,amazed,nutrition
07/05/2022,1,concerned,vestibular (balance)
07/05/2022,1,concerned,nurturing
07/05/2022,1,concerned,support
07/05/2022,1,concerned,warmth
07/05/2022,1,concerned,trust
07/05/2022,1,concerned,hot
07/05/2022,1,concerned,autonomy
07/05/2022,1,concerned,supplements
07/05/2022,1,concerned,choice
07/05/2022,1,concerned,relaxation
07/05/2022,1,concerned,ease
07/05/2022,1,concerned,fun
07/05/2022,1,concerned,laughter
07/05/2022,1,concerned,rejuvenation
07/05/2022,1,concerned,connection
07/05/2022,1,concerned,exercise
07/05/2022,1,concerned,celebration of life fulfilled
07/05/2022,1,concerned,physical nurturance
07/05/2022,1,concerned,creativity
07/05/2022,1,concerned,water
07/05/2022,1,concerned,nutrition
07/05/2022,1,encouraged,vestibular (balance)
07/05/2022,1,encouraged,nurturing
07/05/2022,1,encouraged,support
07/05/2022,1,encouraged,warmth
07/05/2022,1,encouraged,trust
07/05/2022,1,encouraged,hot
07/05/2022,1,encouraged,autonomy
07/05/2022,1,encouraged,supplements
07/05/2022,1,encouraged,choice
07/05/2022,1,encouraged,relaxation
07/05/2022,1,encouraged,ease
07/05/2022,1,encouraged,fun
07/05/2022,1,encouraged,laughter
07/05/2022,1,encouraged,rejuvenation
07/05/2022,1,encouraged,connection
07/05/2022,1,encouraged,exercise
07/05/2022,1,encouraged,celebration of life fulfilled
07/05/2022,1,encouraged,physical nurturance
07/05/2022,1,encouraged,creativity
07/05/2022,1,encouraged,water
07/05/2022,1,encouraged,nutrition
07/05/2022,1,intense +,vestibular (balance)
07/05/2022,1,intense +,nurturing
07/05/2022,1,intense +,support
07/05/2022,1,intense +,warmth
07/05/2022,1,intense +,trust
07/05/2022,1,intense +,hot
07/05/2022,1,intense +,autonomy
07/05/2022,1,intense +,supplements
07/05/2022,1,intense +,choice
07/05/2022,1,intense +,relaxation
07/05/2022,1,intense +,ease
07/05/2022,1,intense +,fun
07/05/2022,1,intense +,laughter
07/05/2022,1,intense +,rejuvenation
07/05/2022,1,intense +,connection
07/05/2022,1,intense +,exercise
07/05/2022,1,intense +,celebration of life fulfilled
07/05/2022,1,intense +,physical nurturance
07/05/2022,1,intense +,creativity
07/05/2022,1,intense +,water
07/05/2022,1,intense +,nutrition
07/05/2022,1,affectionate,vestibular (balance)
07/05/2022,1,affectionate,nurturing
07/05/2022,1,affectionate,support
07/05/2022,1,affectionate,warmth
07/05/2022,1,affectionate,trust
07/05/2022,1,affectionate,hot
07/05/2022,1,affectionate,autonomy
07/05/2022,1,affectionate,supplements
07/05/2022,1,affectionate,choice
07/05/2022,1,affectionate,relaxation
07/05/2022,1,affectionate,ease
07/05/2022,1,affectionate,fun
07/05/2022,1,affectionate,laughter
07/05/2022,1,affectionate,rejuvenation
07/05/2022,1,affectionate,connection
07/05/2022,1,affectionate,exercise
07/05/2022,1,affectionate,celebration of life fulfilled
07/05/2022,1,affectionate,physical nurturance
07/05/2022,1,affectionate,creativity
07/05/2022,1,affectionate,water
07/05/2022,1,affectionate,nutrition
07/05/2022,1,elated,vestibular (balance)
07/05/2022,1,elated,nurturing
07/05/2022,1,elated,support
07/05/2022,1,elated,warmth
07/05/2022,1,elated,trust
07/05/2022,1,elated,hot
07/05/2022,1,elated,autonomy
07/05/2022,1,elated,supplements
07/05/2022,1,elated,choice
07/05/2022,1,elated,relaxation
07/05/2022,1,elated,ease
07/05/2022,1,elated,fun
07/05/2022,1,elated,laughter
07/05/2022,1,elated,rejuvenation
07/05/2022,1,elated,connection
07/05/2022,1,elated,exercise
07/05/2022,1,elated,celebration of life fulfilled
07/05/2022,1,elated,physical nurturance
07/05/2022,1,elated,creativity
07/05/2022,1,elated,water
07/05/2022,1,elated,nutrition
07/05/2022,1,interested,vestibular (balance)
07/05/2022,1,interested,nurturing
07/05/2022,1,interested,support
07/05/2022,1,interested,warmth
07/05/2022,1,interested,trust
07/05/2022,1,interested,hot
07/05/2022,1,interested,autonomy
07/05/2022,1,interested,supplements
07/05/2022,1,interested,choice
07/05/2022,1,interested,relaxation
07/05/2022,1,interested,ease
07/05/2022,1,interested,fun
07/05/2022,1,interested,laughter
07/05/2022,1,interested,rejuvenation
07/05/2022,1,interested,connection
07/05/2022,1,interested,exercise
07/05/2022,1,interested,celebration of life fulfilled
07/05/2022,1,interested,physical nurturance
07/05/2022,1,interested,creativity
07/05/2022,1,interested,water
07/05/2022,1,interested,nutrition
07/05/2022,1,stimulated,vestibular (balance)
07/05/2022,1,stimulated,nurturing
07/05/2022,1,stimulated,support
07/05/2022,1,stimulated,warmth
07/05/2022,1,stimulated,trust
07/05/2022,1,stimulated,hot
07/05/2022,1,stimulated,autonomy
07/05/2022,1,stimulated,supplements
07/05/2022,1,stimulated,choice
07/05/2022,1,stimulated,relaxation
07/05/2022,1,stimulated,ease
07/05/2022,1,stimulated,fun
07/05/2022,1,stimulated,laughter
07/05/2022,1,stimulated,rejuvenation
07/05/2022,1,stimulated,connection
07/05/2022,1,stimulated,exercise
07/05/2022,1,stimulated,celebration of life fulfilled
07/05/2022,1,stimulated,physical nurturance
07/05/2022,1,stimulated,creativity
07/05/2022,1,stimulated,water
07/05/2022,1,stimulated,nutrition
07/05/2022,1,contented,vestibular (balance)
07/05/2022,1,contented,nurturing
07/05/2022,1,contented,support
07/05/2022,1,contented,warmth
07/05/2022,1,contented,trust
07/05/2022,1,contented,hot
07/05/2022,1,contented,autonomy
07/05/2022,1,contented,supplements
07/05/2022,1,contented,choice
07/05/2022,1,contented,relaxation
07/05/2022,1,contented,ease
07/05/2022,1,contented,fun
07/05/2022,1,contented,laughter
07/05/2022,1,contented,rejuvenation
07/05/2022,1,contented,connection
07/05/2022,1,contented,exercise
07/05/2022,1,contented,celebration of life fulfilled
07/05/2022,1,contented,physical nurturance
07/05/2022,1,contented,creativity
07/05/2022,1,contented,water
07/05/2022,1,contented,nutrition
07/05/2022,1,ardent,vestibular (balance)
07/05/2022,1,ardent,nurturing
07/05/2022,1,ardent,support
07/05/2022,1,ardent,warmth
07/05/2022,1,ardent,trust
07/05/2022,1,ardent,hot
07/05/2022,1,ardent,autonomy
07/05/2022,1,ardent,supplements
07/05/2022,1,ardent,choice
07/05/2022,1,ardent,relaxation
07/05/2022,1,ardent,ease
07/05/2022,1,ardent,fun
07/05/2022,1,ardent,laughter
07/05/2022,1,ardent,rejuvenation
07/05/2022,1,ardent,connection
07/05/2022,1,ardent,exercise
07/05/2022,1,ardent,celebration of life fulfilled
07/05/2022,1,ardent,physical nurturance
07/05/2022,1,ardent,creativity
07/05/2022,1,ardent,water
07/05/2022,1,ardent,nutrition
07/05/2022,1,blah,vestibular (balance)
07/05/2022,1,blah,nurturing
07/05/2022,1,blah,support
07/05/2022,1,blah,warmth
07/05/2022,1,blah,trust
07/05/2022,1,blah,hot
07/05/2022,1,blah,autonomy
07/05/2022,1,blah,supplements
07/05/2022,1,blah,choice
07/05/2022,1,blah,relaxation
07/05/2022,1,blah,ease
07/05/2022,1,blah,fun
07/05/2022,1,blah,laughter
07/05/2022,1,blah,rejuvenation
07/05/2022,1,blah,connection
07/05/2022,1,blah,exercise
07/05/2022,1,blah,celebration of life fulfilled
07/05/2022,1,blah,physical nurturance
07/05/2022,1,blah,creativity
07/05/2022,1,blah,water
07/05/2022,1,blah,nutrition
07/05/2022,1,heartbroken,vestibular (balance)
07/05/2022,1,heartbroken,nurturing
07/05/2022,1,heartbroken,support
07/05/2022,1,heartbroken,warmth
07/05/2022,1,heartbroken,trust
07/05/2022,1,heartbroken,hot
07/05/2022,1,heartbroken,autonomy
07/05/2022,1,heartbroken,supplements
07/05/2022,1,heartbroken,choice
07/05/2022,1,heartbroken,relaxation
07/05/2022,1,heartbroken,ease
07/05/2022,1,heartbroken,fun
07/05/2022,1,heartbroken,laughter
07/05/2022,1,heartbroken,rejuvenation
07/05/2022,1,heartbroken,connection
07/05/2022,1,heartbroken,exercise
07/05/2022,1,heartbroken,celebration of life fulfilled
07/05/2022,1,heartbroken,physical nurturance
07/05/2022,1,heartbroken,creativity
07/05/2022,1,heartbroken,water
07/05/2022,1,heartbroken,nutrition
07/05/2022,1,amused,vestibular (balance)
07/05/2022,1,amused,nurturing
07/05/2022,1,amused,support
07/05/2022,1,amused,warmth
07/05/2022,1,amused,trust
07/05/2022,1,amused,hot
07/05/2022,1,amused,autonomy
07/05/2022,1,amused,supplements
07/05/2022,1,amused,choice
07/05/2022,1,amused,relaxation
07/05/2022,1,amused,ease
07/05/2022,1,amused,fun
07/05/2022,1,amused,laughter
07/05/2022,1,amused,rejuvenation
07/05/2022,1,amused,connection
07/05/2022,1,amused,exercise
07/05/2022,1,amused,celebration of life fulfilled
07/05/2022,1,amused,physical nurturance
07/05/2022,1,amused,creativity
07/05/2022,1,amused,water
07/05/2022,1,amused,nutrition
07/05/2022,1,buoyant,vestibular (balance)
07/05/2022,1,buoyant,nurturing
07/05/2022,1,buoyant,support
07/05/2022,1,buoyant,warmth
07/05/2022,1,buoyant,trust
07/05/2022,1,buoyant,hot
07/05/2022,1,buoyant,autonomy
07/05/2022,1,buoyant,supplements
07/05/2022,1,buoyant,choice
07/05/2022,1,buoyant,relaxation
07/05/2022,1,buoyant,ease
07/05/2022,1,buoyant,fun
07/05/2022,1,buoyant,laughter
07/05/2022,1,buoyant,rejuvenation
07/05/2022,1,buoyant,connection
07/05/2022,1,buoyant,exercise
07/05/2022,1,buoyant,celebration of life fulfilled
07/05/2022,1,buoyant,physical nurturance
07/05/2022,1,buoyant,creativity
07/05/2022,1,buoyant,water
07/05/2022,1,buoyant,nutrition
07/05/2022,1,zestful,vestibular (balance)
07/05/2022,1,zestful,nurturing
07/05/2022,1,zestful,support
07/05/2022,1,zestful,warmth
07/05/2022,1,zestful,trust
07/05/2022,1,zestful,hot
07/05/2022,1,zestful,autonomy
07/05/2022,1,zestful,supplements
07/05/2022,1,zestful,choice
07/05/2022,1,zestful,relaxation
07/05/2022,1,zestful,ease
07/05/2022,1,zestful,fun
07/05/2022,1,zestful,laughter
07/05/2022,1,zestful,rejuvenation
07/05/2022,1,zestful,connection
07/05/2022,1,zestful,exercise
07/05/2022,1,zestful,celebration of life fulfilled
07/05/2022,1,zestful,physical nurturance
07/05/2022,1,zestful,creativity
07/05/2022,1,zestful,water
07/05/2022,1,zestful,nutrition
07/05/2022,1,afraid,vestibular (balance)
07/05/2022,1,afraid,nurturing
07/05/2022,1,afraid,support
07/05/2022,1,afraid,warmth
07/05/2022,1,afraid,trust
07/05/2022,1,afraid,hot
07/05/2022,1,afraid,autonomy
07/05/2022,1,afraid,supplements
07/05/2022,1,afraid,choice
07/05/2022,1,afraid,relaxation
07/05/2022,1,afraid,ease
07/05/2022,1,afraid,fun
07/05/2022,1,afraid,laughter
07/05/2022,1,afraid,rejuvenation
07/05/2022,1,afraid,connection
07/05/2022,1,afraid,exercise
07/05/2022,1,afraid,celebration of life fulfilled
07/05/2022,1,afraid,physical nurturance
07/05/2022,1,afraid,creativity
07/05/2022,1,afraid,water
07/05/2022,1,afraid,nutrition
07/05/2022,1,glad,vestibular (balance)
07/05/2022,1,glad,nurturing
07/05/2022,1,glad,support
07/05/2022,1,glad,warmth
07/05/2022,1,glad,trust
07/05/2022,1,glad,hot
07/05/2022,1,glad,autonomy
07/05/2022,1,glad,supplements
07/05/2022,1,glad,choice
07/05/2022,1,glad,relaxation
07/05/2022,1,glad,ease
07/05/2022,1,glad,fun
07/05/2022,1,glad,laughter
07/05/2022,1,glad,rejuvenation
07/05/2022,1,glad,connection
07/05/2022,1,glad,exercise
07/05/2022,1,glad,celebration of life fulfilled
07/05/2022,1,glad,physical nurturance
07/05/2022,1,glad,creativity
07/05/2022,1,glad,water
07/05/2022,1,glad,nutrition
07/05/2022,1,happy,vestibular (balance)
07/05/2022,1,happy,nurturing
07/05/2022,1,happy,support
07/05/2022,1,happy,warmth
07/05/2022,1,happy,trust
07/05/2022,1,happy,hot
07/05/2022,1,happy,autonomy
07/05/2022,1,happy,supplements
07/05/2022,1,happy,choice
07/05/2022,1,happy,relaxation
07/05/2022,1,happy,ease
07/05/2022,1,happy,fun
07/05/2022,1,happy,laughter
07/05/2022,1,happy,rejuvenation
07/05/2022,1,happy,connection
07/05/2022,1,happy,exercise
07/05/2022,1,happy,celebration of life fulfilled
07/05/2022,1,happy,physical nurturance
07/05/2022,1,happy,creativity
07/05/2022,1,happy,water
07/05/2022,1,happy,nutrition
07/05/2022,1,warm,vestibular (balance)
07/05/2022,1,warm,nurturing
07/05/2022,1,warm,support
07/05/2022,1,warm,warmth
07/05/2022,1,warm,trust
07/05/2022,1,warm,hot
07/05/2022,1,warm,autonomy
07/05/2022,1,warm,supplements
07/05/2022,1,warm,choice
07/05/2022,1,warm,relaxation
07/05/2022,1,warm,ease
07/05/2022,1,warm,fun
07/05/2022,1,warm,laughter
07/05/2022,1,warm,rejuvenation
07/05/2022,1,warm,connection
07/05/2022,1,warm,exercise
07/05/2022,1,warm,celebration of life fulfilled
07/05/2022,1,warm,physical nurturance
07/05/2022,1,warm,creativity
07/05/2022,1,warm,water
07/05/2022,1,warm,nutrition
07/05/2022,1,alert,vestibular (balance)
07/05/2022,1,alert,nurturing
07/05/2022,1,alert,support
07/05/2022,1,alert,warmth
07/05/2022,1,alert,trust
07/05/2022,1,alert,hot
07/05/2022,1,alert,autonomy
07/05/2022,1,alert,supplements
07/05/2022,1,alert,choice
07/05/2022,1,alert,relaxation
07/05/2022,1,alert,ease
07/05/2022,1,alert,fun
07/05/2022,1,alert,laughter
07/05/2022,1,alert,rejuvenation
07/05/2022,1,alert,connection
07/05/2022,1,alert,exercise
07/05/2022,1,alert,celebration of life fulfilled
07/05/2022,1,alert,physical nurturance
07/05/2022,1,alert,creativity
07/05/2022,1,alert,water
07/05/2022,1,alert,nutrition
07/05/2022,1,ebullient,vestibular (balance)
07/05/2022,1,ebullient,nurturing
07/05/2022,1,ebullient,support
07/05/2022,1,ebullient,warmth
07/05/2022,1,ebullient,trust
07/05/2022,1,ebullient,hot
07/05/2022,1,ebullient,autonomy
07/05/2022,1,ebullient,supplements
07/05/2022,1,ebullient,choice
07/05/2022,1,ebullient,relaxation
07/05/2022,1,ebullient,ease
07/05/2022,1,ebullient,fun
07/05/2022,1,ebullient,laughter
07/05/2022,1,ebullient,rejuvenation
07/05/2022,1,ebullient,connection
07/05/2022,1,ebullient,exercise
07/05/2022,1,ebullient,celebration of life fulfilled
07/05/2022,1,ebullient,physical nurturance
07/05/2022,1,ebullient,creativity
07/05/2022,1,ebullient,water
07/05/2022,1,ebullient,nutrition
07/05/2022,1,blissful,vestibular (balance)
07/05/2022,1,blissful,nurturing
07/05/2022,1,blissful,support
07/05/2022,1,blissful,warmth
07/05/2022,1,blissful,trust
07/05/2022,1,blissful,hot
07/05/2022,1,blissful,autonomy
07/05/2022,1,blissful,supplements
07/05/2022,1,blissful,choice
07/05/2022,1,blissful,relaxation
07/05/2022,1,blissful,ease
07/05/2022,1,blissful,fun
07/05/2022,1,blissful,laughter
07/05/2022,1,blissful,rejuvenation
07/05/2022,1,blissful,connection
07/05/2022,1,blissful,exercise
07/05/2022,1,blissful,celebration of life fulfilled
07/05/2022,1,blissful,physical nurturance
07/05/2022,1,blissful,creativity
07/05/2022,1,blissful,water
07/05/2022,1,blissful,nutrition
07/05/2022,1,fascinated,vestibular (balance)
07/05/2022,1,fascinated,nurturing
07/05/2022,1,fascinated,support
07/05/2022,1,fascinated,warmth
07/05/2022,1,fascinated,trust
07/05/2022,1,fascinated,hot
07/05/2022,1,fascinated,autonomy
07/05/2022,1,fascinated,supplements
07/05/2022,1,fascinated,choice
07/05/2022,1,fascinated,relaxation
07/05/2022,1,fascinated,ease
07/05/2022,1,fascinated,fun
07/05/2022,1,fascinated,laughter
07/05/2022,1,fascinated,rejuvenation
07/05/2022,1,fascinated,connection
07/05/2022,1,fascinated,exercise
07/05/2022,1,fascinated,celebration of life fulfilled
07/05/2022,1,fascinated,physical nurturance
07/05/2022,1,fascinated,creativity
07/05/2022,1,fascinated,water
07/05/2022,1,fascinated,nutrition
07/05/2022,1,delighted,vestibular (balance)
07/05/2022,1,delighted,nurturing
07/05/2022,1,delighted,support
07/05/2022,1,delighted,warmth
07/05/2022,1,delighted,trust
07/05/2022,1,delighted,hot
07/05/2022,1,delighted,autonomy
07/05/2022,1,delighted,supplements
07/05/2022,1,delighted,choice
07/05/2022,1,delighted,relaxation
07/05/2022,1,delighted,ease
07/05/2022,1,delighted,fun
07/05/2022,1,delighted,laughter
07/05/2022,1,delighted,rejuvenation
07/05/2022,1,delighted,connection
07/05/2022,1,delighted,exercise
07/05/2022,1,delighted,celebration of life fulfilled
07/05/2022,1,delighted,physical nurturance
07/05/2022,1,delighted,creativity
07/05/2022,1,delighted,water
07/05/2022,1,delighted,nutrition
07/05/2022,1,eager,vestibular (balance)
07/05/2022,1,eager,nurturing
07/05/2022,1,eager,support
07/05/2022,1,eager,warmth
07/05/2022,1,eager,trust
07/05/2022,1,eager,hot
07/05/2022,1,eager,autonomy
07/05/2022,1,eager,supplements
07/05/2022,1,eager,choice
07/05/2022,1,eager,relaxation
07/05/2022,1,eager,ease
07/05/2022,1,eager,fun
07/05/2022,1,eager,laughter
07/05/2022,1,eager,rejuvenation
07/05/2022,1,eager,connection
07/05/2022,1,eager,exercise
07/05/2022,1,eager,celebration of life fulfilled
07/05/2022,1,eager,physical nurturance
07/05/2022,1,eager,creativity
07/05/2022,1,eager,water
07/05/2022,1,eager,nutrition
07/05/2022,1,bewildered,vestibular (balance)
07/05/2022,1,bewildered,nurturing
07/05/2022,1,bewildered,support
07/05/2022,1,bewildered,warmth
07/05/2022,1,bewildered,trust
07/05/2022,1,bewildered,hot
07/05/2022,1,bewildered,autonomy
07/05/2022,1,bewildered,supplements
07/05/2022,1,bewildered,choice
07/05/2022,1,bewildered,relaxation
07/05/2022,1,bewildered,ease
07/05/2022,1,bewildered,fun
07/05/2022,1,bewildered,laughter
07/05/2022,1,bewildered,rejuvenation
07/05/2022,1,bewildered,connection
07/05/2022,1,bewildered,exercise
07/05/2022,1,bewildered,celebration of life fulfilled
07/05/2022,1,bewildered,physical nurturance
07/05/2022,1,bewildered,creativity
07/05/2022,1,bewildered,water
07/05/2022,1,bewildered,nutrition
07/05/2022,1,curious,vestibular (balance)
07/05/2022,1,curious,nurturing
07/05/2022,1,curious,support
07/05/2022,1,curious,warmth
07/05/2022,1,curious,trust
07/05/2022,1,curious,hot
07/05/2022,1,curious,autonomy
07/05/2022,1,curious,supplements
07/05/2022,1,curious,choice
07/05/2022,1,curious,relaxation
07/05/2022,1,curious,ease
07/05/2022,1,curious,fun
07/05/2022,1,curious,laughter
07/05/2022,1,curious,rejuvenation
07/05/2022,1,curious,connection
07/05/2022,1,curious,exercise
07/05/2022,1,curious,celebration of life fulfilled
07/05/2022,1,curious,physical nurturance
07/05/2022,1,curious,creativity
07/05/2022,1,curious,water
07/05/2022,1,curious,nutrition
07/05/2022,1,wonderful,vestibular (balance)
07/05/2022,1,wonderful,nurturing
07/05/2022,1,wonderful,support
07/05/2022,1,wonderful,warmth
07/05/2022,1,wonderful,trust
07/05/2022,1,wonderful,hot
07/05/2022,1,wonderful,autonomy
07/05/2022,1,wonderful,supplements
07/05/2022,1,wonderful,choice
07/05/2022,1,wonderful,relaxation
07/05/2022,1,wonderful,ease
07/05/2022,1,wonderful,fun
07/05/2022,1,wonderful,laughter
07/05/2022,1,wonderful,rejuvenation
07/05/2022,1,wonderful,connection
07/05/2022,1,wonderful,exercise
07/05/2022,1,wonderful,celebration of life fulfilled
